instance,set,rule,relax,status,solved,nodes,time,uplo,loup,timeout
ex14_2_3.bch,medium,largestfirst,xtaylor,timeout,0,196474,600.0029350000003,0,0.011499462255973147,600.0
ex14_2_3.bch,medium,lsmear,xtaylor,complete,1,486,1.5723010000000004,0,6.576449161632691e-08,10
ex14_2_3.bch,medium,lsmear-box,xtaylor,complete,1,486,1.5485050000000005,0,6.576449161632691e-08,10
ex14_2_3.bch,medium,roundrobin,xtaylor,complete,1,592,1.3990720000000003,0,1.3878406368572627e-08,10
ex14_2_3.bch,medium,smearmax,xtaylor,complete,1,608,1.6666780000000005,0,3.478497946390206e-09,10
ex14_2_3.bch,medium,smearmaxrel,xtaylor,complete,1,646,1.9313780000000005,0,2.85142044212372e-08,10
ex14_2_3.bch,medium,smearsum,xtaylor,complete,1,508,1.5160700000000003,0,5.7234745554080035e-09,10
ex14_2_3.bch,medium,smearsumrel,xtaylor,complete,1,486,1.4899150000000005,0,6.576449161632691e-08,10
ex14_2_4.bch,easy,largestfirst,both,complete,1,330,0.9785210000000002,0,5.946866610262447e-09,600.0
ex14_2_4.bch,easy,lsmear,both,complete,1,204,0.6199260000000002,0,1.1368752050877617e-09,600.0
ex14_2_4.bch,easy,lsmear-box,both,complete,1,204,0.6093750000000002,0,1.1368752050877617e-09,600.0
ex14_2_4.bch,easy,roundrobin,both,complete,1,74,0.18746200000000005,0,1.062790219344681e-09,600.0
ex14_2_4.bch,easy,smearmax,both,complete,1,168,0.44163900000000017,0,5.111806894442239e-09,600.0
ex14_2_4.bch,easy,smearmaxrel,both,complete,1,180,0.5085580000000002,0,2.2432493785756903e-09,600.0
ex14_2_4.bch,easy,smearsum,both,complete,1,160,0.48078700000000013,0,1.0148656149989646e-09,600.0
ex14_2_4.bch,easy,smearsumrel,both,complete,1,204,0.5970710000000001,0,1.1368752050877617e-09,600.0
ex14_2_4.bch,easy,largestfirst,xtaylor,complete,1,396,0.8544660000000002,0,1.018869218266433e-09,10
ex14_2_4.bch,easy,lsmear,xtaylor,complete,1,166,0.42732600000000015,0,2.0587354043755113e-09,10
ex14_2_4.bch,easy,lsmear-box,xtaylor,complete,1,166,0.4235800000000001,0,2.0587354043755113e-09,10
ex14_2_4.bch,easy,roundrobin,xtaylor,complete,1,150,0.3160110000000001,0,5.067478492382094e-08,10
ex14_2_4.bch,easy,smearmax,xtaylor,complete,1,174,0.44596000000000013,0,1.0607725908847631e-09,10
ex14_2_4.bch,easy,smearmaxrel,xtaylor,complete,1,176,0.46841800000000006,0,2.5640945366944834e-08,10
ex14_2_4.bch,easy,smearsum,xtaylor,complete,1,176,0.4390710000000001,0,1.1289758294896757e-09,10
ex14_2_4.bch,easy,smearsumrel,xtaylor,complete,1,166,0.41479900000000014,0,2.0587354043755113e-09,10
ex14_2_5.bch,easy,largestfirst,affine,complete,1,14,0.015435,0,1.1351313222718318e-09,60.0
ex14_2_5.bch,easy,lsmear,affine,complete,1,16,0.024003,0,1.0042796274189363e-09,60.0
ex14_2_5.bch,easy,lsmear-box,affine,complete,1,16,0.023831,0,1.0042796274189363e-09,60.0
ex14_2_5.bch,easy,roundrobin,affine,complete,1,26,0.022937000000000003,0,1.085123102484431e-09,60.0
ex14_2_5.bch,easy,smearmax,affine,complete,1,16,0.022742000000000005,0,1.0042796274189363e-09,60.0
ex14_2_5.bch,easy,smearmaxrel,affine,complete,1,14,0.01948800000000001,0,4.691389943189961e-08,60.0
ex14_2_5.bch,easy,smearsum,affine,complete,1,16,0.022800000000000004,0,1.0042796274189363e-09,60.0
ex14_2_5.bch,easy,smearsumrel,affine,complete,1,16,0.02253100000000001,0,1.0042796274189363e-09,60.0
ex14_2_5.bch,easy,largestfirst,both,complete,1,90,0.08124200000000002,0,1.0000362229424538e-09,600.0
ex14_2_5.bch,easy,lsmear,both,complete,1,136,0.11600400000000004,0,1.2711958152777925e-09,600.0
ex14_2_5.bch,easy,lsmear-box,both,complete,1,136,0.11609100000000006,0,1.2711958152777925e-09,600.0
ex14_2_5.bch,easy,roundrobin,both,complete,1,296,0.24392300000000006,0,3.089771318066868e-08,600.0
ex14_2_5.bch,easy,smearmax,both,complete,1,488,0.40322100000000005,0,2.997074788781232e-08,600.0
ex14_2_5.bch,easy,smearmaxrel,both,complete,1,140,0.11090800000000003,0,1.009523691468144e-09,600.0
ex14_2_5.bch,easy,smearsum,both,complete,1,496,0.40147400000000016,0,5.733128122992091e-08,600.0
ex14_2_5.bch,easy,smearsumrel,both,complete,1,136,0.10625100000000003,0,1.2711958152777925e-09,600.0
ex14_2_5.bch,easy,largestfirst,xtaylor,complete,1,94,0.08133700000000002,0,1.0000466573603836e-09,10
ex14_2_5.bch,easy,lsmear,xtaylor,complete,1,414,0.3042380000000001,0,5.649213596914393e-09,10
ex14_2_5.bch,easy,lsmear-box,xtaylor,complete,1,414,0.3014120000000001,0,5.649213596914393e-09,10
ex14_2_5.bch,easy,roundrobin,xtaylor,complete,1,230,0.16308600000000004,0,7.753830439799118e-08,10
ex14_2_5.bch,easy,smearmax,xtaylor,complete,1,464,0.3327670000000001,0,1.9022657351310688e-08,10
ex14_2_5.bch,easy,smearmaxrel,xtaylor,complete,1,146,0.10320800000000004,0,3.049450425507416e-08,10
ex14_2_5.bch,easy,smearsum,xtaylor,complete,1,512,0.34958300000000014,0,4.54366005163298e-08,10
ex14_2_5.bch,easy,smearsumrel,xtaylor,complete,1,414,0.27923300000000006,0,5.649213596914393e-09,10
ex14_2_6.bch,easy,largestfirst,both,timeout,0,340066,600.0024830000002,0,0.029580915269612817,600.0
ex14_2_6.bch,easy,lsmear,both,complete,1,172,0.45625700000000013,0,2.0117440768796513e-09,600.0
ex14_2_6.bch,easy,lsmear-box,both,complete,1,172,0.46093800000000007,0,2.0117440768796513e-09,600.0
ex14_2_6.bch,easy,roundrobin,both,complete,1,390,0.7592870000000002,0,7.660474508203174e-09,600.0
ex14_2_6.bch,easy,smearmax,both,complete,1,164,0.4431840000000001,0,1.0062554053891226e-09,600.0
ex14_2_6.bch,easy,smearmaxrel,both,complete,1,172,0.44777100000000014,0,1.0089062287767657e-09,600.0
ex14_2_6.bch,easy,smearsum,both,complete,1,146,0.3778680000000001,0,1.0125339143518541e-08,600.0
ex14_2_6.bch,easy,smearsumrel,both,complete,1,172,0.43856500000000015,0,2.0117440768796513e-09,600.0
ex14_2_6.bch,easy,largestfirst,xtaylor,timeout,0,328218,600.0021020000003,0,0.08671536126300383,600.0
ex14_2_6.bch,easy,lsmear,xtaylor,complete,1,172,0.41928200000000004,0,3.4796813014326133e-08,10
ex14_2_6.bch,easy,lsmear-box,xtaylor,complete,1,172,0.45562800000000003,0,3.4796813014326133e-08,10
ex14_2_6.bch,easy,roundrobin,xtaylor,complete,1,614,0.9763680000000001,0,5.055727770458818e-08,10
ex14_2_6.bch,easy,smearmax,xtaylor,complete,1,422,0.9603120000000002,0,1.8318012010021256e-08,10
ex14_2_6.bch,easy,smearmaxrel,xtaylor,complete,1,270,0.6469290000000002,0,3.24737093465588e-09,10
ex14_2_6.bch,easy,smearsum,xtaylor,complete,1,200,0.47027500000000017,0,8.056145192614217e-08,10
ex14_2_6.bch,easy,smearsumrel,xtaylor,complete,1,172,0.4045750000000001,0,3.4796813014326133e-08,10
ex14_2_7.bch,medium,largestfirst,both,timeout,0,209872,600.0026110000002,0,0.13955027529074115,600.0
ex14_2_7.bch,medium,lsmear,both,complete,1,3538,14.277199000000005,0,2.027660428449707e-09,600.0
ex14_2_7.bch,medium,lsmear-box,both,complete,1,3538,14.224807000000006,0,2.027660428449707e-09,600.0
ex14_2_7.bch,medium,roundrobin,both,complete,1,10682,30.585456000000008,0,1.1626280493892693e-09,600.0
ex14_2_7.bch,medium,smearmax,both,complete,1,4130,17.193713000000006,0,1.021230211506463e-09,600.0
ex14_2_7.bch,medium,smearmaxrel,both,complete,1,5584,23.134371000000005,0,4.128116515289548e-09,600.0
ex14_2_7.bch,medium,smearsum,both,complete,1,4096,16.587858000000008,0,1.014258755125129e-09,600.0
ex14_2_7.bch,medium,smearsumrel,both,complete,1,3538,13.858270000000003,0,2.027660428449707e-09,600.0
ex14_2_7.bch,medium,largestfirst,xtaylor,timeout,0,244504,600.0035790000003,0,0.22587497469390883,600.0
ex14_2_7.bch,medium,lsmear,xtaylor,complete,1,11934,42.62324800000001,0,1.245265474070223e-09,600.0
ex14_2_7.bch,medium,lsmear-box,xtaylor,complete,1,11934,42.34001700000002,0,1.245265474070223e-09,600.0
ex14_2_7.bch,medium,roundrobin,xtaylor,complete,1,18456,45.85546800000001,0,8.918079608122298e-09,600.0
ex14_2_7.bch,medium,smearmax,xtaylor,complete,1,14958,52.892170000000014,0,6.48943867282304e-08,600.0
ex14_2_7.bch,medium,smearmaxrel,xtaylor,complete,1,17176,58.856980000000014,0,6.937734045565046e-08,600.0
ex14_2_7.bch,medium,smearsum,xtaylor,complete,1,10992,39.35847600000002,0,1.9261077177645802e-09,600.0
ex14_2_7.bch,medium,smearsumrel,xtaylor,complete,1,11934,41.09541900000002,0,1.245265474070223e-09,600.0
ex14_2_8.bch,easy,largestfirst,affine,complete,1,40,0.05841000000000002,0,1.000058571999729e-09,60.0
ex14_2_8.bch,easy,lsmear,affine,complete,1,22,0.036459000000000005,0,7.909833053950863e-09,60.0
ex14_2_8.bch,easy,lsmear-box,affine,complete,1,22,0.03616000000000001,0,7.909833053950863e-09,60.0
ex14_2_8.bch,easy,roundrobin,affine,complete,1,50,0.057813,0,1.3560494949160784e-09,60.0
ex14_2_8.bch,easy,smearmax,affine,complete,1,22,0.035304,0,7.909833053950863e-09,60.0
ex14_2_8.bch,easy,smearmaxrel,affine,complete,1,36,0.061573,0,2.2316228864838195e-09,60.0
ex14_2_8.bch,easy,smearsum,affine,complete,1,22,0.035163999999999994,0,7.909833053950863e-09,60.0
ex14_2_8.bch,easy,smearsumrel,affine,complete,1,22,0.034583000000000017,0,7.909833053950863e-09,60.0
ex14_2_8.bch,easy,largestfirst,both,complete,1,38,0.07355900000000001,0,1.012821826407162e-09,600.0
ex14_2_8.bch,easy,lsmear,both,complete,1,42,0.08780200000000002,0,1.246036163138342e-09,600.0
ex14_2_8.bch,easy,lsmear-box,both,complete,1,42,0.08766000000000002,0,1.246036163138342e-09,600.0
ex14_2_8.bch,easy,roundrobin,both,complete,1,66,0.09825000000000003,0,1.105334490603127e-09,600.0
ex14_2_8.bch,easy,smearmax,both,complete,1,42,0.08081500000000001,0,4.634836514583185e-09,600.0
ex14_2_8.bch,easy,smearmaxrel,both,complete,1,32,0.06561600000000001,0,1.5635635008948157e-09,600.0
ex14_2_8.bch,easy,smearsum,both,complete,1,42,0.08055300000000001,0,4.634836514583185e-09,600.0
ex14_2_8.bch,easy,smearsumrel,both,complete,1,42,0.08479700000000003,0,1.246036163138342e-09,600.0
ex14_2_8.bch,easy,largestfirst,xtaylor,complete,1,44,0.08116400000000001,0,5.990692441290926e-08,10
ex14_2_8.bch,easy,lsmear,xtaylor,complete,1,48,0.08551900000000001,0,1.0032270569837465e-09,10
ex14_2_8.bch,easy,lsmear-box,xtaylor,complete,1,48,0.08581500000000002,0,1.0032270569837465e-09,10
ex14_2_8.bch,easy,roundrobin,xtaylor,complete,1,64,0.08778200000000001,0,1.0040054343463112e-09,10
ex14_2_8.bch,easy,smearmax,xtaylor,complete,1,68,0.10494600000000003,0,1.94399019104452e-08,10
ex14_2_8.bch,easy,smearmaxrel,xtaylor,complete,1,52,0.09427800000000001,0,1.1481241513067175e-08,10
ex14_2_8.bch,easy,smearsum,xtaylor,complete,1,72,0.11543600000000004,0,1.4043450846656924e-09,10
ex14_2_8.bch,easy,smearsumrel,xtaylor,complete,1,48,0.07987100000000001,0,1.0032270569837465e-09,10
ex14_2_9.bch,easy,largestfirst,both,complete,1,110,0.12887200000000004,0,2.0225758845526798e-09,600.0
ex14_2_9.bch,easy,lsmear,both,complete,1,48,0.10543200000000007,0,1.003195748694452e-09,600.0
ex14_2_9.bch,easy,lsmear-box,both,complete,1,48,0.10416200000000005,0,1.003195748694452e-09,600.0
ex14_2_9.bch,easy,roundrobin,both,complete,1,18,0.036542000000000005,0,2.20161169295352e-08,600.0
ex14_2_9.bch,easy,smearmax,both,complete,1,46,0.10798500000000003,0,2.833154155723605e-09,600.0
ex14_2_9.bch,easy,smearmaxrel,both,complete,1,46,0.09799800000000003,0,8.731380063409233e-09,600.0
ex14_2_9.bch,easy,smearsum,both,complete,1,42,0.10131100000000003,0,2.3509795285775285e-08,600.0
ex14_2_9.bch,easy,smearsumrel,both,complete,1,48,0.10132900000000004,0,1.003195748694452e-09,600.0
ex14_2_9.bch,easy,largestfirst,xtaylor,complete,1,94,0.11638900000000003,0,1.0011022011369164e-09,10
ex14_2_9.bch,easy,lsmear,xtaylor,complete,1,52,0.11018600000000003,0,1.0271922201710026e-09,10
ex14_2_9.bch,easy,lsmear-box,xtaylor,complete,1,52,0.10930700000000003,0,1.0271922201710026e-09,10
ex14_2_9.bch,easy,roundrobin,xtaylor,complete,1,22,0.032456000000000006,0,1.010762029629575e-09,10
ex14_2_9.bch,easy,smearmax,xtaylor,complete,1,64,0.11766500000000005,0,3.469379595080497e-09,10
ex14_2_9.bch,easy,smearmaxrel,xtaylor,complete,1,42,0.08500700000000003,0,6.567158816750407e-09,10
ex14_2_9.bch,easy,smearsum,xtaylor,complete,1,54,0.11134800000000004,0,1.346885702259795e-09,10
ex14_2_9.bch,easy,smearsumrel,xtaylor,complete,1,52,0.10576700000000001,0,1.0271922201710026e-09,10
ex2_1_1.bch,easy,largestfirst,both,timeout,0,744478,600.0011680000001,-18.318181817171855,-17,600.0
ex2_1_1.bch,easy,lsmear,both,complete,1,6,0.009483000000000002,-17.017017017017015,-17,600.0
ex2_1_1.bch,easy,lsmear-box,both,complete,1,6,0.009436000000000002,-17.017017017017015,-17,600.0
ex2_1_1.bch,easy,roundrobin,both,complete,1,4,0.007665,-17.017017017017015,-17,600.0
ex2_1_1.bch,easy,smearmax,both,complete,1,4,0.008394000000000002,-17.017017017017015,-17,600.0
ex2_1_1.bch,easy,smearmaxrel,both,complete,1,4,0.008410000000000003,-17.017017017017015,-17,600.0
ex2_1_1.bch,easy,smearsum,both,complete,1,4,0.008373000000000002,-17.017017017017015,-17,600.0
ex2_1_1.bch,easy,smearsumrel,both,complete,1,4,0.008569000000000002,-17.017017017017015,-17,600.0
ex2_1_1.bch,easy,largestfirst,xtaylor,timeout,0,1117922,600.0001340000001,-117.86851702238388,-16.99816756412512,600.0
ex2_1_1.bch,easy,lsmear,xtaylor,complete,1,166,0.13186600000000004,-17.017017017017015,-17,10
ex2_1_1.bch,easy,lsmear-box,xtaylor,complete,1,166,0.13134900000000002,-17.017017017017015,-17,10
ex2_1_1.bch,easy,roundrobin,xtaylor,complete,1,110,0.11394900000000004,-17.017017017017015,-17,10
ex2_1_1.bch,easy,smearmax,xtaylor,complete,1,154,0.11421800000000006,-17.017017017017015,-17,10
ex2_1_1.bch,easy,smearmaxrel,xtaylor,complete,1,128,0.10955700000000004,-17.017017017017015,-17,10
ex2_1_1.bch,easy,smearsum,xtaylor,complete,1,114,0.10199600000000004,-17.017017017017015,-17,10
ex2_1_1.bch,easy,smearsumrel,xtaylor,complete,1,114,0.09946200000000004,-17.017017017017015,-17,10
ex2_1_10.bch,easy,largestfirst,both,complete,1,2,0.029251,49268.74921085745,49318.017960068304,600.0
ex2_1_10.bch,easy,lsmear,both,complete,1,2,0.02959600000000001,49268.74921085745,49318.017960068304,600.0
ex2_1_10.bch,easy,lsmear-box,both,complete,1,2,0.02906499999999998,49268.74921085745,49318.017960068304,600.0
ex2_1_10.bch,easy,roundrobin,both,complete,1,2,0.028926000000000007,49268.74921085745,49318.017960068304,600.0
ex2_1_10.bch,easy,smearmax,both,complete,1,2,0.06661600000000006,49268.74921085745,49318.017960068304,600.0
ex2_1_10.bch,easy,smearmaxrel,both,complete,1,2,0.06647000000000006,49268.74921085745,49318.017960068304,600.0
ex2_1_10.bch,easy,smearsum,both,complete,1,2,0.06645100000000001,49268.74921085745,49318.017960068304,600.0
ex2_1_10.bch,easy,smearsumrel,both,complete,1,2,0.06732100000000002,49268.74921085745,49318.017960068304,600.0
ex2_1_10.bch,easy,largestfirst,xtaylor,timeout,0,150428,600.0144140000002,-562279.3360664682,49318.01796006842,600.0
ex2_1_10.bch,easy,lsmear,xtaylor,complete,1,52,0.41651000000000016,49268.7492108571,49318.017960067955,10
ex2_1_10.bch,easy,lsmear-box,xtaylor,complete,1,52,0.4208860000000002,49268.7492108571,49318.017960067955,10
ex2_1_10.bch,easy,roundrobin,xtaylor,complete,1,20,0.21736100000000003,49268.74921085792,49318.01796006877,10
ex2_1_10.bch,easy,smearmax,xtaylor,complete,1,20,0.2492930000000001,49268.7492108578,49318.01796006865,10
ex2_1_10.bch,easy,smearmaxrel,xtaylor,complete,1,20,0.2523160000000001,49268.7492108578,49318.01796006865,10
ex2_1_10.bch,easy,smearsum,xtaylor,complete,1,20,0.25258500000000006,49268.7492108578,49318.01796006865,10
ex2_1_10.bch,easy,smearsumrel,xtaylor,complete,1,20,0.25593400000000005,49268.74921085792,49318.01796006877,10
ex2_1_2.bch,easy,largestfirst,both,complete,1,0,2.0000000000002655e-06,-213.2132132032032,-212.99999999000002,600.0
ex2_1_2.bch,easy,lsmear,both,complete,1,0,1.0000000000001327e-06,-213.2132132032032,-212.99999999000002,600.0
ex2_1_2.bch,easy,lsmear-box,both,complete,1,0,2.0000000000002655e-06,-213.2132132032032,-212.99999999000002,600.0
ex2_1_2.bch,easy,roundrobin,both,complete,1,0,1.999999999999398e-06,-213.2132132032032,-212.99999999000002,600.0
ex2_1_2.bch,easy,smearmax,both,complete,1,0,1.0000000000001327e-06,-213.2132132032032,-212.99999999000002,600.0
ex2_1_2.bch,easy,smearmaxrel,both,complete,1,0,2.0000000000002655e-06,-213.2132132032032,-212.99999999000002,600.0
ex2_1_2.bch,easy,smearsum,both,complete,1,0,2.0000000000002655e-06,-213.2132132032032,-212.99999999000002,600.0
ex2_1_2.bch,easy,smearsumrel,both,complete,1,0,1.0000000000001327e-06,-213.2132132032032,-212.99999999000002,600.0
ex2_1_2.bch,easy,largestfirst,xtaylor,complete,1,2,3.899999999999997e-05,-213.2132132032032,-212.99999999000002,10
ex2_1_2.bch,easy,lsmear,xtaylor,complete,1,2,0.00024300000000000016,-213.2132132032032,-212.99999999000002,10
ex2_1_2.bch,easy,lsmear-box,xtaylor,complete,1,2,0.00020899999999999998,-213.2132132032032,-212.99999999000002,10
ex2_1_2.bch,easy,roundrobin,xtaylor,complete,1,2,4.19999999999995e-05,-213.2132132032032,-212.99999999000002,10
ex2_1_2.bch,easy,smearmax,xtaylor,complete,1,2,0.0009579999999999997,-213.2132132032032,-212.99999999000002,10
ex2_1_2.bch,easy,smearmaxrel,xtaylor,complete,1,2,0.000967,-213.2132132032032,-212.99999999000002,10
ex2_1_2.bch,easy,smearsum,xtaylor,complete,1,2,0.0008839999999999994,-213.2132132032032,-212.99999999000002,10
ex2_1_2.bch,easy,smearsumrel,xtaylor,complete,1,2,0.0009559999999999994,-213.2132132032032,-212.99999999000002,10
ex2_1_3.bch,easy,largestfirst,both,complete,1,116,0.18976800000000002,-15.000000000000057,-14.999999997999998,600.0
ex2_1_3.bch,easy,lsmear,both,complete,1,16,0.05372600000000002,-15.000000000000057,-14.999999997999998,600.0
ex2_1_3.bch,easy,lsmear-box,both,complete,1,10,0.04484100000000002,-15.000000000000057,-14.999999997999998,600.0
ex2_1_3.bch,easy,roundrobin,both,complete,1,10,0.023662000000000006,-15.000000000000043,-14.999999997999998,600.0
ex2_1_3.bch,easy,smearmax,both,complete,1,28,0.06816600000000002,-15,-14.999999997999998,600.0
ex2_1_3.bch,easy,smearmaxrel,both,complete,1,14,0.041575000000000015,-15.000000000000036,-14.999999997999998,600.0
ex2_1_3.bch,easy,smearsum,both,complete,1,14,0.04209600000000001,-15.000000000000036,-14.999999997999998,600.0
ex2_1_3.bch,easy,smearsumrel,both,complete,1,18,0.04912800000000001,-15,-14.999999997999998,600.0
ex2_1_3.bch,easy,largestfirst,xtaylor,timeout,0,396336,600.0022150000001,-22.207018682645963,-14.695323037787634,600.0
ex2_1_3.bch,easy,lsmear,xtaylor,complete,1,122,0.19691500000000006,-15.01501501301301,-14.999999997999998,10
ex2_1_3.bch,easy,lsmear-box,xtaylor,complete,1,122,0.19662500000000005,-15.01501501301301,-14.999999997999998,10
ex2_1_3.bch,easy,roundrobin,xtaylor,complete,1,64,0.17534400000000006,-15,-14.999999997999998,10
ex2_1_3.bch,easy,smearmax,xtaylor,complete,1,52,0.12415000000000004,-15.015015013513512,-14.9999999985,10
ex2_1_3.bch,easy,smearmaxrel,xtaylor,complete,1,82,0.19014000000000003,-15.01501501301301,-14.999999997999998,10
ex2_1_3.bch,easy,smearsum,xtaylor,complete,1,94,0.21300100000000005,-15.01501501301301,-14.999999997999998,10
ex2_1_3.bch,easy,smearsumrel,xtaylor,complete,1,124,0.23231800000000005,-15.000000000000007,-14.999999997999998,10
ex2_1_4.bch,easy,largestfirst,both,complete,1,0,1.000000000001e-06,-11.011011010510506,-10.999999999499998,600.0
ex2_1_4.bch,easy,lsmear,both,complete,1,0,1.000000000001e-06,-11.011011010510506,-10.999999999499998,600.0
ex2_1_4.bch,easy,lsmear-box,both,complete,1,0,1.000000000001e-06,-11.011011010510506,-10.999999999499998,600.0
ex2_1_4.bch,easy,roundrobin,both,complete,1,0,2.0000000000002655e-06,-11.011011010510506,-10.999999999499998,600.0
ex2_1_4.bch,easy,smearmax,both,complete,1,0,2.0000000000002655e-06,-11.011011010510506,-10.999999999499998,600.0
ex2_1_4.bch,easy,smearmaxrel,both,complete,1,0,9.999999999992654e-07,-11.011011010510506,-10.999999999499998,600.0
ex2_1_4.bch,easy,smearsum,both,complete,1,0,2.0000000000002655e-06,-11.011011010510506,-10.999999999499998,600.0
ex2_1_4.bch,easy,smearsumrel,both,complete,1,0,9.999999999992654e-07,-11.011011010510506,-10.999999999499998,600.0
ex2_1_4.bch,easy,largestfirst,xtaylor,complete,1,0,9.999999999992654e-07,-11.011011010510506,-10.999999999499998,10
ex2_1_4.bch,easy,lsmear,xtaylor,complete,1,0,2.0000000000002655e-06,-11.011011010510506,-10.999999999499998,10
ex2_1_4.bch,easy,lsmear-box,xtaylor,complete,1,0,2.0000000000002655e-06,-11.011011010510506,-10.999999999499998,10
ex2_1_4.bch,easy,roundrobin,xtaylor,complete,1,0,9.999999999992654e-07,-11.011011010510506,-10.999999999499998,10
ex2_1_4.bch,easy,smearmax,xtaylor,complete,1,0,1.9999999999985307e-06,-11.011011010510506,-10.999999999499998,10
ex2_1_4.bch,easy,smearmaxrel,xtaylor,complete,1,0,9.999999999992654e-07,-11.011011010510506,-10.999999999499998,10
ex2_1_4.bch,easy,smearsum,xtaylor,complete,1,0,1.000000000001e-06,-11.011011010510506,-10.999999999499998,10
ex2_1_4.bch,easy,smearsumrel,xtaylor,complete,1,0,1.000000000001e-06,-11.011011010510506,-10.999999999499998,10
ex2_1_5.bch,easy,largestfirst,both,complete,1,2,0.007574000000000004,-268.2829144408517,-268.0146315264109,600.0
ex2_1_5.bch,easy,lsmear,both,complete,1,2,0.006191000000000002,-268.2829144408517,-268.0146315264109,600.0
ex2_1_5.bch,easy,lsmear-box,both,complete,1,2,0.006144000000000004,-268.2829144408517,-268.0146315264109,600.0
ex2_1_5.bch,easy,roundrobin,both,complete,1,2,0.007557000000000015,-268.2829144408517,-268.0146315264109,600.0
ex2_1_5.bch,easy,smearmax,both,complete,1,2,0.02023700000000002,-268.2829144408517,-268.0146315264109,600.0
ex2_1_5.bch,easy,smearmaxrel,both,complete,1,2,0.020165000000000016,-268.2829144408517,-268.0146315264109,600.0
ex2_1_5.bch,easy,smearsum,both,complete,1,2,0.020207000000000017,-268.2829144408517,-268.0146315264109,600.0
ex2_1_5.bch,easy,smearsumrel,both,complete,1,2,0.019925000000000012,-268.2829144408517,-268.0146315264109,600.0
ex2_1_5.bch,easy,largestfirst,xtaylor,complete,1,2,0.007941999999999998,-268.2829144408517,-268.0146315264109,10
ex2_1_5.bch,easy,lsmear,xtaylor,complete,1,2,0.006665999999999998,-268.2829144408517,-268.0146315264109,10
ex2_1_5.bch,easy,lsmear-box,xtaylor,complete,1,2,0.006723,-268.2829144408517,-268.0146315264109,10
ex2_1_5.bch,easy,roundrobin,xtaylor,complete,1,2,0.007935999999999999,-268.2829144408517,-268.0146315264109,10
ex2_1_5.bch,easy,smearmax,xtaylor,complete,1,2,0.020765000000000013,-268.2829144408517,-268.0146315264109,10
ex2_1_5.bch,easy,smearmaxrel,xtaylor,complete,1,2,0.020482000000000014,-268.2829144408517,-268.0146315264109,10
ex2_1_5.bch,easy,smearsum,xtaylor,complete,1,2,0.020791000000000025,-268.2829144408517,-268.0146315264109,10
ex2_1_5.bch,easy,smearsumrel,xtaylor,complete,1,2,0.020373000000000016,-268.2829144408517,-268.0146315264109,10
ex2_1_5bis.bch,easy,largestfirst,both,complete,1,2,0.0075950000000000045,-268.2829144408517,-268.0146315264109,600.0
ex2_1_5bis.bch,easy,lsmear,both,complete,1,2,0.006195000000000006,-268.2829144408517,-268.0146315264109,600.0
ex2_1_5bis.bch,easy,lsmear-box,both,complete,1,2,0.006214999999999998,-268.2829144408517,-268.0146315264109,600.0
ex2_1_5bis.bch,easy,roundrobin,both,complete,1,2,0.007637000000000012,-268.2829144408517,-268.0146315264109,600.0
ex2_1_5bis.bch,easy,smearmax,both,complete,1,2,0.020301000000000013,-268.2829144408517,-268.0146315264109,600.0
ex2_1_5bis.bch,easy,smearmaxrel,both,complete,1,2,0.020047000000000016,-268.2829144408517,-268.0146315264109,600.0
ex2_1_5bis.bch,easy,smearsum,both,complete,1,2,0.02036600000000001,-268.2829144408517,-268.0146315264109,600.0
ex2_1_5bis.bch,easy,smearsumrel,both,complete,1,2,0.019943000000000016,-268.2829144408517,-268.0146315264109,600.0
ex2_1_5bis.bch,easy,largestfirst,xtaylor,complete,1,2,0.007955000000000004,-268.2829144408517,-268.0146315264109,10
ex2_1_5bis.bch,easy,lsmear,xtaylor,complete,1,2,0.0066820000000000004,-268.2829144408517,-268.0146315264109,10
ex2_1_5bis.bch,easy,lsmear-box,xtaylor,complete,1,2,0.0066940000000000055,-268.2829144408517,-268.0146315264109,10
ex2_1_5bis.bch,easy,roundrobin,xtaylor,complete,1,2,0.007940000000000003,-268.2829144408517,-268.0146315264109,10
ex2_1_5bis.bch,easy,smearmax,xtaylor,complete,1,2,0.020855000000000012,-268.2829144408517,-268.0146315264109,10
ex2_1_5bis.bch,easy,smearmaxrel,xtaylor,complete,1,2,0.020554000000000024,-268.2829144408517,-268.0146315264109,10
ex2_1_5bis.bch,easy,smearsum,xtaylor,complete,1,2,0.020786000000000013,-268.2829144408517,-268.0146315264109,10
ex2_1_5bis.bch,easy,smearsumrel,xtaylor,complete,1,2,0.02073300000000001,-268.2829144408517,-268.0146315264109,10
ex2_1_6.bch,easy,largestfirst,both,complete,1,208,0.4094750000000001,-39.03903903903903,-39,600.0
ex2_1_6.bch,easy,lsmear,both,complete,1,4,0.021232000000000008,-39.03903903903903,-39,600.0
ex2_1_6.bch,easy,lsmear-box,both,complete,1,4,0.021720000000000003,-39.03903903903903,-39,600.0
ex2_1_6.bch,easy,roundrobin,both,complete,1,10,0.05049600000000001,-39.03903903903903,-39,600.0
ex2_1_6.bch,easy,smearmax,both,complete,1,6,0.03320400000000001,-39.03903903903903,-39,600.0
ex2_1_6.bch,easy,smearmaxrel,both,complete,1,12,0.04816100000000001,-39.03903903903903,-39,600.0
ex2_1_6.bch,easy,smearsum,both,complete,1,8,0.038903000000000014,-39.03903903903903,-39,600.0
