instance,set,rule,relax,status,nodes,time,loup,uplo,timeout
ex5_4_2.bch,easy,roundrobin,xtaylor,complete,30,0.05451300000000001,7515.574491939258,7508.066425513745,10
ex5_4_2bis.bch,easy,lsmear,xtaylor,complete,34,0.06377400000000001,7518.708788190234,7511.197590599635,10
ex5_4_2bis.bch,easy,lsmear-box,xtaylor,complete,34,0.06457400000000002,7518.708788190234,7511.197590599635,10
ex5_4_2bis.bch,easy,smearsumrel,xtaylor,complete,28,0.05064200000000001,7512.546491858136,7505.041450407729,10
ex5_4_2bis.bch,easy,smearsum,xtaylor,complete,44,0.08714800000000002,7512.737589298546,7505.232356941605,10
ex5_4_2bis.bch,easy,smearmax,xtaylor,complete,52,0.08978000000000001,7517.363132131986,7509.853278853134,10
ex5_4_2bis.bch,easy,smearmaxrel,xtaylor,complete,30,0.05010300000000001,7515.651991207116,7508.143847359757,10
ex5_4_2bis.bch,easy,largestfirst,xtaylor,complete,46,0.08068400000000003,7515.730572772856,7508.222350422435,10
ex5_4_2bis.bch,easy,roundrobin,xtaylor,complete,36,0.06427100000000002,7519.592241414432,7512.0801612531795,10
ex5_4_3.bch,easy,lsmear,xtaylor,complete,6,0.04970600000000001,4845.462003818675,4840.621382436239,10
ex5_4_3.bch,easy,lsmear-box,xtaylor,complete,6,0.04938300000000002,4845.462003818675,4840.621382436239,10
ex5_4_3.bch,easy,smearsumrel,xtaylor,complete,6,0.047982000000000004,4845.462003818675,4840.621382436239,10
ex5_4_3.bch,easy,smearsum,xtaylor,complete,28,0.18084500000000003,4846.492672736959,4841.651021715245,10
ex5_4_3.bch,easy,smearmax,xtaylor,complete,26,0.17979700000000004,4846.842051771624,4842.000051719905,10
ex5_4_3.bch,easy,smearmaxrel,xtaylor,complete,24,0.13335800000000006,4845.461991013331,4840.621369643688,10
ex5_4_3.bch,easy,largestfirst,xtaylor,timeout,3518,10.004315000000002,5937.437346503752,3848.889562585995,10
ex5_4_3.bch,easy,roundrobin,xtaylor,complete,46,0.26545200000000013,4845.461988651439,4840.621367284156,10
ex5_4_4.bch,hard,lsmear,xtaylor,timeout,638,10.011239000000003,10668.826167145879,5283.282239132309,10
ex5_4_4.bch,hard,lsmear-box,xtaylor,timeout,592,10.025064000000002,10589.098823381446,5446.594993490484,10
ex5_4_4.bch,hard,smearsumrel,xtaylor,timeout,564,10.012611000000003,10887.365532427488,5384.570395782763,10
ex5_4_4.bch,hard,smearsum,xtaylor,timeout,700,10.000684000000003,11780.776798469895,6830.212957819511,10
ex5_4_4.bch,hard,smearmax,xtaylor,timeout,722,10.021038000000003,12138.44801821671,7056.5448789770035,10
ex5_4_4.bch,hard,smearmaxrel,xtaylor,timeout,1026,10.000832000000004,inf,5520.153225944212,10
ex5_4_4.bch,hard,largestfirst,xtaylor,timeout,1404,10.002027000000004,11887.919320565448,4026.7991038856485,10
ex5_4_4.bch,hard,roundrobin,xtaylor,timeout,680,10.017230000000005,10923.088316290225,5370.707162360014,10
ex6_1_1.bch,blowup,lsmear,xtaylor,timeout,3046,10.001822000000004,-0.020130001721871044,-0.04476564338437222,10
ex6_1_1.bch,blowup,lsmear-box,xtaylor,timeout,3212,10.000035000000002,-0.020157410086184796,-0.040807432680524704,10
ex6_1_1.bch,blowup,smearsumrel,xtaylor,timeout,3298,10.010459000000003,-0.020157409903973723,-0.037412911048870894,10
ex6_1_1.bch,blowup,smearsum,xtaylor,timeout,2976,10.005363000000004,-0.020166525411816492,-0.041699107691653144,10
ex6_1_1.bch,blowup,smearmax,xtaylor,timeout,3122,10.005902000000004,-0.020167618052376924,-0.042400541000208965,10
ex6_1_1.bch,blowup,smearmaxrel,xtaylor,timeout,3352,10.000314000000005,-0.0201868036271303,-0.13485707333244445,10
ex6_1_1.bch,blowup,largestfirst,xtaylor,timeout,6232,10.001174000000002,-0.017577567860997553,-3.253535104205321,10
ex6_1_1.bch,blowup,roundrobin,xtaylor,timeout,3400,10.008295000000004,-0.020183225897161733,-0.06845951330053257,10
ex6_1_2.bch,easy,lsmear,xtaylor,complete,30,0.040190000000000003,-0.03245514537407122,-0.03248763300707829,10
ex6_1_2.bch,easy,lsmear-box,xtaylor,complete,30,0.036392000000000015,-0.03245514537407122,-0.03248763300707829,10
ex6_1_2.bch,easy,smearsumrel,xtaylor,complete,30,0.033062000000000015,-0.03245514537407122,-0.03248763300707829,10
ex6_1_2.bch,easy,smearsum,xtaylor,complete,30,0.033151000000000014,-0.03245514537407122,-0.03248763300707829,10
ex6_1_2.bch,easy,smearmax,xtaylor,complete,30,0.03336900000000002,-0.03245514537407122,-0.03248763300707829,10
ex6_1_2.bch,easy,smearmaxrel,xtaylor,complete,52,0.05727700000000002,-0.03246218660373992,-0.03249468128502494,10
ex6_1_2.bch,easy,largestfirst,xtaylor,complete,30,0.03201100000000002,-0.03245514537407122,-0.03248763300707829,10
ex6_1_2.bch,easy,roundrobin,xtaylor,complete,30,0.03508300000000001,-0.03245400433042567,-0.032486490821246904,10
ex6_1_3.bch,hard,lsmear,xtaylor,timeout,2112,10.000260000000004,-0.32258256292701865,-1.2768703234412613,10
ex6_1_3.bch,hard,lsmear-box,xtaylor,timeout,2112,10.007110000000003,-0.3165503661654766,-1.2768703234412613,10
ex6_1_3.bch,hard,smearsumrel,xtaylor,timeout,1976,10.007248000000002,-0.35236204401370863,-1.2756250408824297,10
ex6_1_3.bch,hard,smearsum,xtaylor,timeout,2084,10.001160000000006,-0.352171258152217,-1.24230373491008,10
ex6_1_3.bch,hard,smearmax,xtaylor,timeout,2104,10.006982000000002,-0.3518718744423242,-1.2611155784134278,10
ex6_1_3.bch,hard,smearmaxrel,xtaylor,timeout,2028,10.002726000000003,-0.33101803898031434,-3.0161549897366373,10
ex6_1_3.bch,hard,largestfirst,xtaylor,timeout,7912,10.003253000000003,inf,-9.633873647603268,10
ex6_1_3.bch,hard,roundrobin,xtaylor,timeout,1970,10.004968000000003,-0.3510872948573862,-1.6833779516012777,10
ex6_1_3bis.bch,medium,lsmear,xtaylor,timeout,7400,10.000438000000003,-0.3507945479775052,-0.4987990252158121,10
ex6_1_3bis.bch,medium,lsmear-box,xtaylor,timeout,7646,10.000924000000005,-0.3507945479775052,-0.478599081791481,10
ex6_1_3bis.bch,medium,smearsumrel,xtaylor,timeout,7930,10.000812000000002,-0.3507945479775052,-0.4649767234934939,10
ex6_1_3bis.bch,medium,smearsum,xtaylor,timeout,7778,10.001355000000006,-0.3509934142793504,-0.4705382674696653,10
ex6_1_3bis.bch,medium,smearmax,xtaylor,timeout,7862,10.001108000000004,-0.3507945479775052,-0.4771347905833545,10
ex6_1_3bis.bch,medium,smearmaxrel,xtaylor,timeout,12920,10.000199000000004,-0.3507945479775052,-7.928784227720665,10
ex6_1_3bis.bch,medium,largestfirst,xtaylor,timeout,15594,10.000293000000003,-0.30283102438873544,-11.876644637046251,10
ex6_1_3bis.bch,medium,roundrobin,xtaylor,timeout,10784,10.000589000000003,-0.351886515141666,-0.4685582510133685,10
ex6_1_4.bch,medium,lsmear,xtaylor,complete,156,0.29032900000000006,-0.294385267315867,-0.29467994726313007,10
ex6_1_4.bch,medium,lsmear-box,xtaylor,complete,190,0.3106180000000001,-0.29443436001016726,-0.2947290890992665,10
ex6_1_4.bch,medium,smearsumrel,xtaylor,complete,188,0.2984340000000001,-0.29441401164964487,-0.29470872037001483,10
ex6_1_4.bch,medium,smearsum,xtaylor,complete,184,0.30809700000000007,-0.2945385944589508,-0.2948334278868376,10
ex6_1_4.bch,medium,smearmax,xtaylor,complete,170,0.3016190000000001,-0.2943895034294142,-0.2946841876170312,10
ex6_1_4.bch,medium,smearmaxrel,xtaylor,complete,170,0.2658390000000001,-0.2943817049061119,-0.2946763812873992,10
ex6_1_4.bch,medium,largestfirst,xtaylor,complete,988,2.606979000000001,-0.2945074407317569,-0.29480224297473157,10
ex6_1_4.bch,medium,roundrobin,xtaylor,complete,714,1.3161000000000003,-0.2944057442725336,-0.29470044471725076,10
ex6_2_10.bch,hard,lsmear,xtaylor,timeout,5526,10.000193000000003,-3.0506544131154585,-22.027447091565207,10
ex6_2_10.bch,hard,lsmear-box,xtaylor,timeout,5830,10.001468000000003,-3.0506544131154585,-21.388412495128602,10
ex6_2_10.bch,hard,smearsumrel,xtaylor,timeout,5618,10.001839000000004,-3.0506544131154585,-23.970009016821205,10
ex6_2_10.bch,hard,smearsum,xtaylor,timeout,5868,10.000979000000005,-3.0506544131154585,-21.723011384095866,10
ex6_2_10.bch,hard,smearmax,xtaylor,timeout,5844,10.001856000000004,-3.0506544131154585,-21.723011384095866,10
ex6_2_10.bch,hard,smearmaxrel,xtaylor,timeout,7586,10.001642000000004,-3.0510509251657942,-56.56086096012462,10
ex6_2_10.bch,hard,largestfirst,xtaylor,timeout,6980,10.001307000000004,-3.0471815003911025,-280.01424028083323,10
ex6_2_10.bch,hard,roundrobin,xtaylor,timeout,8494,10.002124000000004,-3.0464437219757126,-20.56254224646645,10
ex6_2_11.bch,medium,lsmear,xtaylor,timeout,10222,10.000676000000002,-2.580937418006357e-06,-0.020163805181882974,10
ex6_2_11.bch,medium,lsmear-box,xtaylor,timeout,10536,10.001146000000004,1.6324442828619112e-06,-0.018041480258738186,10
ex6_2_11.bch,medium,smearsumrel,xtaylor,timeout,11784,10.001190000000003,1.5249087042784604e-05,-0.03227546946317675,10
ex6_2_11.bch,medium,smearsum,xtaylor,timeout,11126,10.001960000000002,-2.5809236273988123e-06,-0.009805887937108841,10
ex6_2_11.bch,medium,smearmax,xtaylor,timeout,11186,10.001059000000003,-2.5809236273988123e-06,-0.01242354796620926,10
ex6_2_11.bch,medium,smearmaxrel,xtaylor,timeout,10792,10.001879000000002,-2.5870204194144986e-06,-0.016863415453327223,10
ex6_2_11.bch,medium,largestfirst,xtaylor,timeout,13012,10.001493000000002,0.0019284553391433978,-217.15636289947196,10
ex6_2_11.bch,medium,roundrobin,xtaylor,timeout,17354,10.000986000000005,5.685275695999081e-06,-0.645374984483419,10
ex6_2_12.bch,medium,lsmear,xtaylor,complete,7840,7.538916000000001,0.2891957085268364,0.28890680172511135,10
ex6_2_12.bch,medium,lsmear-box,xtaylor,complete,7976,7.467284000000001,0.28919569688628377,0.28890679009618764,10
ex6_2_12.bch,medium,smearsumrel,xtaylor,complete,6738,6.376395000000002,0.2891957471575152,0.2889068403171981,10
ex6_2_12.bch,medium,smearsum,xtaylor,complete,6542,6.237592000000003,0.28919915241031563,0.28891024216814754,10
ex6_2_12.bch,medium,smearmax,xtaylor,complete,6796,6.386451000000002,0.2891959821396479,0.2889070750645834,10
ex6_2_12.bch,medium,smearmaxrel,xtaylor,timeout,10784,10.001216000000005,0.2892110342291309,0.08227950763106283,10
ex6_2_12.bch,medium,largestfirst,xtaylor,timeout,13300,10.000050000000003,0.31225680742547296,-46.16729064164164,10
ex6_2_12.bch,medium,roundrobin,xtaylor,timeout,16174,10.001504000000004,0.2892020668469043,0.2544584040903374,10
ex6_2_13.bch,blowup,lsmear,xtaylor,timeout,6362,10.001976000000004,-0.2162094723117548,-3.5966930428387234,10
ex6_2_13.bch,blowup,lsmear-box,xtaylor,timeout,6736,10.000661000000001,-0.2162094723117548,-3.502943768488338,10
ex6_2_13.bch,blowup,smearsumrel,xtaylor,timeout,6384,10.001391000000003,-0.2162094723117548,-3.977629538834038,10
ex6_2_13.bch,blowup,smearsum,xtaylor,timeout,6536,10.000050000000003,-0.2162094723117548,-3.698218006227955,10
ex6_2_13.bch,blowup,smearmax,xtaylor,timeout,6822,10.002283000000004,-0.2162094723117548,-3.581427349414756,10
ex6_2_13.bch,blowup,smearmaxrel,xtaylor,timeout,11230,10.001292000000005,-0.21620947473368457,-24.65712267709585,10
ex6_2_13.bch,blowup,largestfirst,xtaylor,timeout,9330,10.001013000000004,-0.216209391322368,-82.33092970421552,10
ex6_2_13.bch,blowup,roundrobin,xtaylor,timeout,9628,10.000569000000006,-0.21620947231175403,-4.552649042539128,10
ex6_2_14.bch,medium,lsmear,xtaylor,complete,1084,1.1141050000000003,-0.6953539154209768,-0.6960499653863631,10
ex6_2_14.bch,medium,lsmear-box,xtaylor,complete,1098,1.0997610000000004,-0.6953558297613248,-0.6960518816429677,10
ex6_2_14.bch,medium,smearsumrel,xtaylor,complete,1002,0.9845390000000003,-0.6953539154209768,-0.6960499653863631,10
ex6_2_14.bch,medium,smearsum,xtaylor,complete,952,0.9504450000000003,-0.6953539154209768,-0.6960499653863631,10
ex6_2_14.bch,medium,smearmax,xtaylor,complete,990,0.9801050000000002,-0.6953539154209768,-0.6960499653863631,10
ex6_2_14.bch,medium,smearmaxrel,xtaylor,timeout,11710,10.000875000000004,-0.6953539154094285,-2.381406548283229,10
ex6_2_14.bch,medium,largestfirst,xtaylor,timeout,12730,10.000531000000002,-0.6952749239242896,-29.98837294063371,10
ex6_2_14.bch,medium,roundrobin,xtaylor,complete,5994,3.669423000000001,-0.6953573106765486,-0.696053364040589,10
ex6_2_5.bch,unsolved,lsmear,xtaylor,timeout,5000,10.001089000000004,-70.30055825396711,-55903.59953606756,10
ex6_2_5.bch,unsolved,lsmear-box,xtaylor,timeout,4342,10.001676000000003,-70.30055825397346,-28481.336422409615,10
ex6_2_5.bch,unsolved,smearsumrel,xtaylor,timeout,4260,10.002666000000003,-70.3020096384671,-32473.3309306836,10
ex6_2_5.bch,unsolved,smearsum,xtaylor,timeout,5292,10.001578000000004,-70.30055825396688,-55875.73248634003,10
ex6_2_5.bch,unsolved,smearmax,xtaylor,timeout,5294,10.001604000000002,-70.30055825396688,-55875.73248634003,10
ex6_2_5.bch,unsolved,smearmaxrel,xtaylor,timeout,4662,10.002372000000003,-70.53586929267999,-37133.502290033575,10
ex6_2_5.bch,unsolved,largestfirst,xtaylor,timeout,6486,10.000259000000003,-69.26603786629326,-59560.57254481703,10
ex6_2_5.bch,unsolved,roundrobin,xtaylor,timeout,5250,10.003710000000002,-70.26697831285503,-23875.95086756283,10
ex6_2_6.bch,medium,lsmear,xtaylor,timeout,9344,10.000772000000005,9.013237140920172e-06,-0.2435335384491389,10
ex6_2_6.bch,medium,lsmear-box,xtaylor,timeout,9442,10.000918000000004,5.895178606607487e-06,-0.24280601842968738,10
ex6_2_6.bch,medium,smearsumrel,xtaylor,timeout,10506,10.001025000000004,-2.5816693233760013e-06,-0.4466791193419743,10
ex6_2_6.bch,medium,smearsum,xtaylor,timeout,9874,10.000031000000002,9.013237140920172e-06,-0.19227070270283347,10
ex6_2_6.bch,medium,smearmax,xtaylor,timeout,10082,10.000562000000004,9.013237140920172e-06,-0.18385661608345258,10
ex6_2_6.bch,medium,smearmaxrel,xtaylor,timeout,9968,10.001383000000004,-2.6012439023892497e-06,-0.30072099677967523,10
ex6_2_6.bch,medium,largestfirst,xtaylor,timeout,11420,10.001582000000004,0.0060233757386525255,-298.23194321202806,10
ex6_2_6.bch,medium,roundrobin,xtaylor,timeout,15658,10.000660000000003,7.603225136321168e-06,-1.8281041410400263,10
ex6_2_7.bch,unsolved,lsmear,xtaylor,timeout,3774,10.000421000000005,-0.13659012863896391,-327.21302980864493,10
ex6_2_7.bch,unsolved,lsmear-box,xtaylor,timeout,3838,10.000534000000004,-0.13659012863896347,-327.2130298086447,10
ex6_2_7.bch,unsolved,smearsumrel,xtaylor,timeout,3672,10.000739000000003,-0.13329206104497526,-370.47577335820057,10
ex6_2_7.bch,unsolved,smearsum,xtaylor,timeout,4040,10.002936000000004,-0.13659012863896391,-321.99829789516497,10
ex6_2_7.bch,unsolved,smearmax,xtaylor,timeout,4000,10.004168000000005,-0.13659012863896391,-327.21302980864465,10
ex6_2_7.bch,unsolved,smearmaxrel,xtaylor,timeout,4760,10.002475000000006,-0.12719709499251142,-739.3839629940459,10
ex6_2_7.bch,unsolved,largestfirst,xtaylor,timeout,5674,10.002531000000005,-0.1278845421263135,-872.8008509119745,10
ex6_2_7.bch,unsolved,roundrobin,xtaylor,timeout,5058,10.002551000000004,-0.13833371565403807,-212.09581689365132,10
ex6_2_8.bch,medium,lsmear,xtaylor,timeout,9782,10.000563000000003,-0.026983201213827357,-0.31310711353442017,10
ex6_2_8.bch,medium,lsmear-box,xtaylor,timeout,9822,10.001297000000003,-0.026971843115149774,-0.3088739983470272,10
ex6_2_8.bch,medium,smearsumrel,xtaylor,timeout,10392,10.000482000000003,-0.026972448839096774,-0.5109379023899648,10
ex6_2_8.bch,medium,smearsum,xtaylor,timeout,9984,10.001928000000005,-0.026972195607831928,-0.26673123996981213,10
ex6_2_8.bch,medium,smearmax,xtaylor,timeout,10494,10.002018000000001,-0.02698189437033971,-0.2421667200903765,10
ex6_2_8.bch,medium,smearmaxrel,xtaylor,timeout,9670,10.000642000000004,-0.026972441874635766,-0.3759691140565252,10
ex6_2_8.bch,medium,largestfirst,xtaylor,timeout,12620,10.000683000000006,0.0010186965991768604,-323.9679752500905,10
ex6_2_8.bch,medium,roundrobin,xtaylor,timeout,15700,10.000476000000003,-0.026993912451003688,-1.4743099555536,10
ex6_2_9.bch,medium,lsmear,xtaylor,timeout,8632,10.000205000000005,-0.03404300693163487,-0.27729644798695446,10
ex6_2_9.bch,medium,lsmear-box,xtaylor,timeout,8698,10.001668000000004,-0.034063439584441246,-0.2975546835836245,10
ex6_2_9.bch,medium,smearsumrel,xtaylor,timeout,8816,10.000061000000006,-0.03404616804794269,-0.21983538010802114,10
ex6_2_9.bch,medium,smearsum,xtaylor,timeout,9278,10.000706000000003,-0.034063825394304637,-0.20679485784299928,10
ex6_2_9.bch,medium,smearmax,xtaylor,timeout,9516,10.000622000000005,-0.034047928342649136,-0.20091135650025255,10
ex6_2_9.bch,medium,smearmaxrel,xtaylor,timeout,9058,10.000616000000003,-0.03396985866028013,-3.141286489664742,10
ex6_2_9.bch,medium,largestfirst,xtaylor,timeout,11110,10.000240000000003,-0.03398434217065627,-150.4603844315442,10
ex6_2_9.bch,medium,roundrobin,xtaylor,timeout,13130,10.000786000000007,-0.033957268771071636,-0.5974890268950697,10
ex7_2_1.bch,easy,lsmear,xtaylor,complete,22,0.07144600000000002,1228.337695597535,1227.1105850125227,10
ex7_2_1.bch,easy,lsmear-box,xtaylor,complete,24,0.08274700000000001,1227.3086217381872,1226.0825391989883,10
ex7_2_1.bch,easy,smearsumrel,xtaylor,complete,46,0.11267400000000002,1227.6500909213191,1226.4236672540653,10
ex7_2_1.bch,easy,smearsum,xtaylor,complete,32,0.10839700000000003,1227.5057164237962,1226.2794369868097,10
ex7_2_1.bch,easy,smearmax,xtaylor,complete,32,0.10870800000000003,1227.5057164237962,1226.2794369868097,10
ex7_2_1.bch,easy,smearmaxrel,xtaylor,complete,44,0.12707800000000002,1227.4458287803254,1226.2196091711546,10
ex7_2_1.bch,easy,largestfirst,xtaylor,complete,224,0.6754410000000003,1227.2316913780917,1226.0056856923995,10
ex7_2_1.bch,easy,roundrobin,xtaylor,complete,34,0.08796100000000003,1227.5124507379785,1226.2861645734054,10
ex7_2_10.bch,easy,lsmear,xtaylor,complete,14,0.023483000000000007,0.1,0.09999999999999999,10
ex7_2_10.bch,easy,lsmear-box,xtaylor,complete,14,0.023497000000000004,0.1,0.09999999999999999,10
ex7_2_10.bch,easy,smearsumrel,xtaylor,complete,14,0.02209600000000001,0.1,0.09999999999999999,10
ex7_2_10.bch,easy,smearsum,xtaylor,complete,18,0.029301000000000008,0.1,0.09999999999999999,10
ex7_2_10.bch,easy,smearmax,xtaylor,complete,22,0.03272100000000001,0.1,0.09999999999999999,10
ex7_2_10.bch,easy,smearmaxrel,xtaylor,complete,24,0.03668500000000001,0.1,0.09999999999999999,10
ex7_2_10.bch,easy,largestfirst,xtaylor,complete,42,0.07177100000000003,0.10009981723299254,0.09999999999999999,10
ex7_2_10.bch,easy,roundrobin,xtaylor,complete,14,0.021557000000000007,0.1,0.09999999999999999,10
ex7_2_1bis.bch,easy,lsmear,xtaylor,complete,22,0.06268400000000002,1227.261456973978,1226.035421552426,10
ex7_2_1bis.bch,easy,lsmear-box,xtaylor,complete,26,0.08508000000000002,1227.3849351317704,1226.1587763554153,10
ex7_2_1bis.bch,easy,smearsumrel,xtaylor,complete,42,0.10604100000000004,1227.4552100687115,1226.228981087624,10
ex7_2_1bis.bch,easy,smearsum,xtaylor,complete,26,0.08752700000000002,1227.715711228639,1226.4892220066326,10
ex7_2_1bis.bch,easy,smearmax,xtaylor,complete,26,0.08798800000000002,1227.715711228639,1226.4892220066326,10
ex7_2_1bis.bch,easy,smearmaxrel,xtaylor,complete,42,0.10570200000000002,1227.578389105927,1226.3520370688584,10
ex7_2_1bis.bch,easy,largestfirst,xtaylor,complete,454,0.9111720000000003,1227.6361230544053,1226.4097133410644,10
ex7_2_1bis.bch,easy,roundrobin,xtaylor,complete,44,0.10853700000000004,1228.4487746798213,1227.221553126695,10
ex7_2_2.bch,easy,lsmear,xtaylor,complete,32,0.07021700000000003,-0.3885918583358378,-0.3889808391750128,10
ex7_2_2.bch,easy,lsmear-box,xtaylor,complete,32,0.06939400000000003,-0.3885918583358378,-0.3889808391750128,10
ex7_2_2.bch,easy,smearsumrel,xtaylor,complete,32,0.06638800000000002,-0.3885918583358378,-0.3889808391750128,10
ex7_2_2.bch,easy,smearsum,xtaylor,complete,24,0.052235000000000004,-0.38881099064871805,-0.38920019083955754,10
ex7_2_2.bch,easy,smearmax,xtaylor,complete,44,0.08200700000000002,-0.38845034100900705,-0.3888391801891962,10
ex7_2_2.bch,easy,smearmaxrel,xtaylor,complete,28,0.048439,-0.38878100628595674,-0.38917017646241914,10
ex7_2_2.bch,easy,largestfirst,xtaylor,complete,32,0.06545900000000003,-0.3885918583358378,-0.3889808391750128,10
ex7_2_2.bch,easy,roundrobin,xtaylor,complete,22,0.03995700000000001,-0.38878827601203475,-0.3891774534655002,10
ex7_2_3.bch,easy,lsmear,xtaylor,timeout,14282,10.001368000000001,7267.802536560379,4851.261553969978,10
ex7_2_3.bch,easy,lsmear-box,xtaylor,timeout,12322,10.001561000000004,7067.7677830508865,6486.687074696622,10
ex7_2_3.bch,easy,smearsumrel,xtaylor,complete,11508,9.059141000000004,7049.743166609593,7042.70046614345,10
ex7_2_3.bch,easy,smearsum,xtaylor,timeout,11346,10.000221000000005,7056.507812835121,6886.579547931011,10
ex7_2_3.bch,easy,smearmax,xtaylor,timeout,10954,10.001378000000004,7055.146769702762,6909.375,10
ex7_2_3.bch,easy,smearmaxrel,xtaylor,timeout,18808,10.001210000000004,20988.522134477185,2113.6357925000025,10
ex7_2_3.bch,easy,largestfirst,xtaylor,timeout,12154,10.001519000000004,inf,2100.0000000000005,10
ex7_2_3.bch,easy,roundrobin,xtaylor,complete,3004,3.9863160000000013,7050.532868279609,7043.489378900709,10
ex7_2_3bis.bch,easy,lsmear,xtaylor,complete,308,0.7606380000000001,7051.79658859422,7044.751836757464,10
ex7_2_3bis.bch,easy,lsmear-box,xtaylor,complete,318,0.7781610000000002,7051.671465955704,7044.626839116588,10
ex7_2_3bis.bch,easy,smearsumrel,xtaylor,complete,368,0.9215820000000003,7052.303551995432,7045.258293701731,10
ex7_2_3bis.bch,easy,smearsum,xtaylor,complete,364,0.8512440000000003,7050.499220082645,7043.455764318327,10
ex7_2_3bis.bch,easy,smearmax,xtaylor,complete,288,0.7059290000000001,7050.975071453941,7043.931140313629,10
ex7_2_3bis.bch,easy,smearmaxrel,xtaylor,complete,474,1.1439660000000003,7052.471427784233,7045.426001782452,10
ex7_2_3bis.bch,easy,largestfirst,xtaylor,timeout,7078,10.000035000000002,7084.893254396741,2481.8482673925146,10
ex7_2_3bis.bch,easy,roundrobin,xtaylor,complete,656,1.3154180000000004,7052.984087221073,7045.9381490720025,10
ex7_2_4.bch,medium,lsmear,xtaylor,complete,2320,5.489969000000001,3.918532952561436,3.914618334227209,10
ex7_2_4.bch,medium,lsmear-box,xtaylor,complete,1448,2.746394000000001,3.918294831710927,3.914380451259668,10
ex7_2_4.bch,medium,smearsumrel,xtaylor,complete,2848,5.4383440000000025,3.91957784699067,3.9156621848058646,10
ex7_2_4.bch,medium,smearsum,xtaylor,complete,2902,5.983819000000002,3.919767250933835,3.9158513995343007,10
ex7_2_4.bch,medium,smearmax,xtaylor,complete,2396,5.027202000000003,3.9195755786763513,3.9156599187575942,10
ex7_2_4.bch,medium,smearmaxrel,xtaylor,timeout,7174,10.002082000000003,3.942943958190198,0.4417373138368351,10
ex7_2_4.bch,medium,largestfirst,xtaylor,timeout,10166,10.001536000000007,3.9231237485226984,2.7660225826353395,10
ex7_2_4.bch,medium,roundrobin,xtaylor,complete,3496,6.346540000000003,3.9193803485089918,3.9154648836253667,10
ex7_2_5.bch,easy,lsmear,xtaylor,complete,12,0.019932000000000002,10123.025796588767,10112.912883705063,10
ex7_2_5.bch,easy,lsmear-box,xtaylor,complete,12,0.02271600000000001,10123.025796588767,10112.912883705063,10
ex7_2_5.bch,easy,smearsumrel,xtaylor,complete,10,0.015392000000000003,10122.90552053266,10112.792727804857,10
ex7_2_5.bch,easy,smearsum,xtaylor,complete,14,0.015616000000000003,10131.37136463928,10121.250114524759,10
ex7_2_5.bch,easy,smearmax,xtaylor,complete,14,0.015574999999999999,10131.37136463928,10121.250114524759,10
ex7_2_5.bch,easy,smearmaxrel,xtaylor,complete,10,0.015411000000000005,10122.90552053266,10112.792727804857,10
ex7_2_5.bch,easy,largestfirst,xtaylor,complete,230,0.18524800000000005,10124.514961297124,10114.400560736389,10
ex7_2_5.bch,easy,roundrobin,xtaylor,complete,18,0.018848000000000004,10124.167868427634,10114.053814613024,10
ex7_2_6.bch,easy,lsmear,xtaylor,complete,18,0.012229000000000004,-83.24758342790855,-83.3309143422508,10
ex7_2_6.bch,easy,lsmear-box,xtaylor,complete,18,0.011854000000000002,-83.24758342790855,-83.3309143422508,10
ex7_2_6.bch,easy,smearsumrel,xtaylor,complete,28,0.015892000000000003,-83.2332455573789,-83.31656211949837,10
ex7_2_6.bch,easy,smearsum,xtaylor,complete,22,0.017229000000000005,-83.23732248495425,-83.32064312808231,10
ex7_2_6.bch,easy,smearmax,xtaylor,complete,22,0.016576000000000004,-83.23732248495425,-83.32064312808231,10
ex7_2_6.bch,easy,smearmaxrel,xtaylor,complete,24,0.014701000000000004,-83.24256854447655,-83.32589443891545,10
ex7_2_6.bch,easy,largestfirst,xtaylor,complete,24,0.013513000000000004,-83.2232033003304,-83.30650981014053,10
ex7_2_6.bch,easy,roundrobin,xtaylor,complete,28,0.014683000000000002,-83.2399796943999,-83.32330299739729,10
ex7_2_7.bch,easy,lsmear,xtaylor,complete,46,0.049285000000000016,-5.736667447728818,-5.742409857586404,10
ex7_2_7.bch,easy,lsmear-box,xtaylor,complete,40,0.04032200000000001,-5.735512257739142,-5.741253511250392,10
ex7_2_7.bch,easy,smearsumrel,xtaylor,complete,54,0.05174000000000001,-5.737434709897242,-5.743177887785026,10
ex7_2_7.bch,easy,smearsum,xtaylor,complete,44,0.04328300000000001,-5.739224112137318,-5.744969081218536,10
ex7_2_7.bch,easy,smearmax,xtaylor,complete,38,0.039079000000000017,-5.739634053361055,-5.745379432793848,10
ex7_2_7.bch,easy,smearmaxrel,xtaylor,complete,32,0.03736400000000001,-5.737966558338897,-5.7437102686075034,10
ex7_2_7.bch,easy,largestfirst,xtaylor,complete,92,0.058541000000000024,-5.738788433437968,-5.744532966404371,10
ex7_2_7.bch,easy,roundrobin,xtaylor,complete,42,0.03989900000000001,-5.738739778652609,-5.744484262915524,10
ex7_2_8.bch,medium,lsmear,xtaylor,complete,1576,3.516412000000001,-6.081485065440696,-6.0875726380787745,10
ex7_2_8.bch,medium,lsmear-box,xtaylor,complete,1798,3.1688730000000005,-6.081299795219332,-6.0873871824017325,10
